Date,Nucleaire,Gaz,Charbon,Biomasse,Fioul,Hydro,STEP Pompage,STEP Turbinage,Batterie Injection,Batterie Soutirage,RES,Charge Nette
2020-01-08 15:00:00,4500.6630789302035,3478.4999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3648,7979
2020-01-08 16:00:00,4499.6630789302035,3478.4999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3554,7978
2020-01-08 17:00:00,5284.663078930202,3478.4999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382,8763
2020-01-08 18:00:00,5580.0,3478.4999999999995,0.0,0.0,0.0,426.6630789302019,0.0,0.0,0.0,0.0,3058,9485
2020-01-08 19:00:00,5580.0,3478.499999999999,0.0,0.0,0.0,519.6630789302023,0.0,0.0,0.0,0.0,2612,9578
2020-01-08 20:00:00,5580.0,3555.0000000000005,0.0,0.0,0.0,108.16307893020075,0.0,0.0,0.0,0.0,2154,9243
2020-01-08 21:00:00,5063.163078930202,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2210,8618
2020-01-08 22:00:00,5513.163078930203,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,9068
2020-01-08 23:00:00,4573.163078930203,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3095,8128
2020-01-09 00:00:00,4566.163078930203,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2076,8121
2020-01-09 01:00:00,4585.163078930202,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732,8140
2020-01-09 02:00:00,4123.163078930203,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921,7678
2020-01-09 03:00:00,3594.1630789302017,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2030,7149
2020-01-09 04:00:00,3424.1630789302026,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2086,6979
2020-01-09 05:00:00,3611.1630789302026,3555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2109,7166
2020-01-09 06:00:00,3920.1630789302026,3555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2206,7475
